PRIMARY_KEY,STATE,YEAR,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G
1996_WYOMING,WYOMING,1996,,6782.0,7283.0,8270.0,7129.0,,,99058.0
1997_WYOMING,WYOMING,1997,,6496.0,7061.0,8232.0,7077.0,58894.0,31388.0,97115.0
1998_WYOMING,WYOMING,1998,,6383.0,6873.0,7942.0,7057.0,57540.0,31292.0,95241.0
1999_WYOMING,WYOMING,1999,,6133.0,6878.0,7715.0,7049.0,55493.0,30436.0,92105.0
2000_WYOMING,WYOMING,2000,,5988.0,6736.0,7284.0,6881.0,54144.0,29783.0,89940.0
2001_WYOMING,WYOMING,2001,,6002.0,6587.0,7211.0,6855.0,53091.0,29035.0,88128.0
2002_WYOMING,WYOMING,2002,1668.0,6153.0,6406.0,6994.0,6631.0,52105.0,28190.0,88116.0
2003_WYOMING,WYOMING,2003,2184.0,6224.0,6174.0,7173.0,6500.0,51351.0,27703.0,87462.0
2004_WYOMING,WYOMING,2004,374.0,6264.0,5862.0,6985.0,6323.0,50647.0,27448.0,84733.0
2005_WYOMING,WYOMING,2005,439.0,6381.0,6111.0,6819.0,6079.0,50375.0,27214.0,84409.0
2006_WYOMING,WYOMING,2006,423.0,6575.0,6191.0,6697.0,6167.0,50997.0,27198.0,85193.0
2007_WYOMING,WYOMING,2007,413.0,6891.0,6493.0,6711.0,6246.0,51939.0,27179.0,86422.0
2008_WYOMING,WYOMING,2008,452.0,7215.0,6608.0,6456.0,6111.0,52968.0,26526.0,87161.0
2009_WYOMING,WYOMING,2009,534.0,7406.0,6683.0,6606.0,6160.0,53885.0,26330.0,88155.0
2010_WYOMING,WYOMING,2010,582.0,7611.0,6694.0,6657.0,6233.0,54593.0,26223.0,89009.0
2011_WYOMING,WYOMING,2011,518.0,7873.0,6790.0,6796.0,6178.0,55666.0,26042.0,90099.0
2012_WYOMING,WYOMING,2012,540.0,8131.0,7127.0,6874.0,6046.0,56619.0,26243.0,91533.0
2013_WYOMING,WYOMING,2013,514.0,8141.0,7086.0,6867.0,6176.0,57628.0,26449.0,92732.0
2014_WYOMING,WYOMING,2014,564.0,7997.0,7438.0,6927.0,6133.0,58774.0,26732.0,94067.0
2015_WYOMING,WYOMING,2015,509.0,7841.0,7551.0,6902.0,6299.0,59453.0,26914.0,94717.0
2016_WYOMING,WYOMING,2016,664.0,7584.0,7642.0,7135.0,6262.0,58998.0,26924.0,94170.0
2017_WYOMING,WYOMING,2017,671.0,7469.0,7537.0,7086.0,6405.0,,27361.0,94258.0
