YEAR,STATE,DEMO,AVG_SCORE,TEST_SUBJECT,TEST_YEAR
2005,IOWA,G04_A_A,221.0,Reading,4
2005,KANSAS,G04_A_A,220.0,Reading,4
2005,KENTUCKY,G04_A_A,220.0,Reading,4
2005,LOUISIANA,G04_A_A,209.0,Reading,4
2005,MAINE,G04_A_A,225.0,Reading,4
2005,MARYLAND,G04_A_A,220.0,Reading,4
2005,MASSACHUSETTS,G04_A_A,231.0,Reading,4
2005,MICHIGAN,G04_A_A,218.0,Reading,4
2005,MINNESOTA,G04_A_A,225.0,Reading,4
2005,MISSISSIPPI,G04_A_A,204.0,Reading,4
2005,MISSOURI,G04_A_A,221.0,Reading,4
2005,MONTANA,G04_A_A,225.0,Reading,4
2005,NEBRASKA,G04_A_A,221.0,Reading,4
2005,NEVADA,G04_A_A,207.0,Reading,4
2005,NEW_HAMPSHIRE,G04_A_A,227.0,Reading,4
2005,NEW_JERSEY,G04_A_A,223.0,Reading,4
2005,NEW_MEXICO,G04_A_A,207.0,Reading,4
2005,NEW_YORK,G04_A_A,223.0,Reading,4
2005,NORTH_CAROLINA,G04_A_A,217.0,Reading,4
2005,NORTH_DAKOTA,G04_A_A,225.0,Reading,4
2005,OHIO,G04_A_A,223.0,Reading,4
2005,OKLAHOMA,G04_A_A,214.0,Reading,4
2005,OREGON,G04_A_A,217.0,Reading,4
2005,PENNSYLVANIA,G04_A_A,223.0,Reading,4
2005,RHODE_ISLAND,G04_A_A,216.0,Reading,4
2005,SOUTH_CAROLINA,G04_A_A,213.0,Reading,4
2005,SOUTH_DAKOTA,G04_A_A,222.0,Reading,4
2005,TENNESSEE,G04_A_A,214.0,Reading,4
2005,TEXAS,G04_A_A,219.0,Reading,4
2005,UTAH,G04_A_A,221.0,Reading,4
2005,VERMONT,G04_A_A,227.0,Reading,4
2005,VIRGINIA,G04_A_A,226.0,Reading,4
2005,WASHINGTON,G04_A_A,223.0,Reading,4
2005,WEST_VIRGINIA,G04_A_A,215.0,Reading,4
2005,WISCONSIN,G04_A_A,221.0,Reading,4
2005,WYOMING,G04_A_A,223.0,Reading,4
2003,NATIONAL,G04_A_A,218.0,Reading,4
2003,ALABAMA,G04_A_A,207.0,Reading,4
2003,ALASKA,G04_A_A,212.0,Reading,4
2003,ARIZONA,G04_A_A,209.0,Reading,4
2003,ARKANSAS,G04_A_A,214.0,Reading,4
2003,CALIFORNIA,G04_A_A,206.0,Reading,4
2003,COLORADO,G04_A_A,224.0,Reading,4
2003,CONNECTICUT,G04_A_A,228.0,Reading,4
2003,DELAWARE,G04_A_A,224.0,Reading,4
2003,DISTRICT_OF_COLUMBIA,G04_A_A,188.0,Reading,4
2003,DODEA,G04_A_A,224.0,Reading,4
2003,FLORIDA,G04_A_A,218.0,Reading,4
2003,GEORGIA,G04_A_A,214.0,Reading,4
2003,HAWAII,G04_A_A,208.0,Reading,4
2003,IDAHO,G04_A_A,218.0,Reading,4
2003,ILLINOIS,G04_A_A,216.0,Reading,4
2003,INDIANA,G04_A_A,220.0,Reading,4
2003,IOWA,G04_A_A,223.0,Reading,4
2003,KANSAS,G04_A_A,220.0,Reading,4
2003,KENTUCKY,G04_A_A,219.0,Reading,4
2003,LOUISIANA,G04_A_A,205.0,Reading,4
2003,MAINE,G04_A_A,224.0,Reading,4
2003,MARYLAND,G04_A_A,219.0,Reading,4
2003,MASSACHUSETTS,G04_A_A,228.0,Reading,4
2003,MICHIGAN,G04_A_A,219.0,Reading,4
2003,MINNESOTA,G04_A_A,223.0,Reading,4
2003,MISSISSIPPI,G04_A_A,205.0,Reading,4
2003,MISSOURI,G04_A_A,222.0,Reading,4
2003,MONTANA,G04_A_A,223.0,Reading,4
2003,NEBRASKA,G04_A_A,221.0,Reading,4
2003,NEVADA,G04_A_A,207.0,Reading,4
2003,NEW_HAMPSHIRE,G04_A_A,228.0,Reading,4
2003,NEW_JERSEY,G04_A_A,225.0,Reading,4
2003,NEW_MEXICO,G04_A_A,203.0,Reading,4
2003,NEW_YORK,G04_A_A,222.0,Reading,4
2003,NORTH_CAROLINA,G04_A_A,221.0,Reading,4
2003,NORTH_DAKOTA,G04_A_A,222.0,Reading,4
2003,OHIO,G04_A_A,222.0,Reading,4
2003,OKLAHOMA,G04_A_A,214.0,Reading,4
2003,OREGON,G04_A_A,218.0,Reading,4
2003,PENNSYLVANIA,G04_A_A,219.0,Reading,4
2003,RHODE_ISLAND,G04_A_A,216.0,Reading,4
2003,SOUTH_CAROLINA,G04_A_A,215.0,Reading,4
2003,SOUTH_DAKOTA,G04_A_A,222.0,Reading,4
2003,TENNESSEE,G04_A_A,212.0,Reading,4
2003,TEXAS,G04_A_A,215.0,Reading,4
2003,UTAH,G04_A_A,219.0,Reading,4
2003,VERMONT,G04_A_A,226.0,Reading,4
2003,VIRGINIA,G04_A_A,223.0,Reading,4
2003,WASHINGTON,G04_A_A,221.0,Reading,4
2003,WEST_VIRGINIA,G04_A_A,219.0,Reading,4
2003,WISCONSIN,G04_A_A,221.0,Reading,4
2003,WYOMING,G04_A_A,222.0,Reading,4
2002,NATIONAL,G04_A_A,219.0,Reading,4
2002,ALABAMA,G04_A_A,207.0,Reading,4
2002,ALASKA,G04_A_A,,Reading,4
2002,ARIZONA,G04_A_A,205.0,Reading,4
2002,ARKANSAS,G04_A_A,213.0,Reading,4
2002,CALIFORNIA,G04_A_A,206.0,Reading,4
2002,COLORADO,G04_A_A,,Reading,4
2002,CONNECTICUT,G04_A_A,229.0,Reading,4
2002,DELAWARE,G04_A_A,224.0,Reading,4
2002,DISTRICT_OF_COLUMBIA,G04_A_A,191.0,Reading,4
2002,DODEA,G04_A_A,224.0,Reading,4
2002,FLORIDA,G04_A_A,214.0,Reading,4
2002,GEORGIA,G04_A_A,215.0,Reading,4
2002,HAWAII,G04_A_A,208.0,Reading,4
2002,IDAHO,G04_A_A,220.0,Reading,4
2002,ILLINOIS,G04_A_A,,Reading,4
